time,open,high,low,close,成交股數,成交金額,成交筆數,漲跌點數,外資買賣差額
2004-07-28,5431.59,5444.71,5375.69,5383.57,2315635325,49383447809,435996,-15.04,2979874402.0
2004-07-29,5378.23,5399.22,5349.66,5349.66,1883395860,41726602672,350188,-33.91,-1306820038.0
2004-07-30,5414.7,5450.38,5405.31,5420.57,2543067926,55562903717,463634,70.91,5115535571.0
2004-08-02,5404.19,5404.19,5337.57,5350.4,1959590842,41977943891,374252,-70.17,416028981.0
2004-08-03,5357.56,5396.4,5345.5,5367.22,2119968824,45090274628,383114,16.82,2596918943.0
2004-08-04,5338.42,5345.63,5287.78,5316.87,1938233246,39874229149,361476,-50.35,414776198.0
2004-08-05,5334.61,5442.32,5255.06,5427.61,3407272379,73642559690,604013,110.74,1389750018.0
2004-08-06,5372.23,5466.29,5372.23,5399.16,3313923422,76962595032,614625,-28.45,-1033876005.0
2004-08-09,5332.44,5405.79,5323.96,5399.45,1905277839,40989706389,354835,0.29,-403889721.0
2004-08-10,5407.83,5433.32,5389.3,5393.73,2251090835,46227341326,418305,-5.72,941326820.0
2004-08-11,5438.43,5438.43,5353.94,5367.34,2093553744,46247430292,402540,-26.39,1273898706.0
2004-08-12,5349.53,5372.76,5329.75,5368.02,1628474042,35027040138,317486,0.68,-1017817306.0
2004-08-13,5332.99,5408.76,5313.8,5389.93,2156912704,45688258945,396406,21.91,1323863690.0
2004-08-16,5380.64,5380.71,5352.01,5352.01,1396733974,27577649557,275247,-37.92,-1246919501.0
2004-08-17,5383.74,5391.36,5341.12,5342.49,1722904049,35898356998,348153,-9.52,515780842.0
2004-08-18,5349.24,5427.75,5299.62,5427.75,3112106103,65424521944,576382,85.26,6472900749.0
2004-08-19,5490.68,5605.04,5488.81,5602.99,4427576964,99731742233,769126,175.24,10612675047.0
2004-08-20,5601.35,5670.35,5591.03,5622.86,4133119948,91917824495,727997,19.87,3919426923.0
2004-08-23,5651.77,5674.4,5620.51,5660.97,3155652253,70194651422,567930,38.11,1986852509.0
2004-08-26,5743.39,5831.24,5743.39,5813.39,5333965244,119321724224,829884,152.42,15067906173.0
2004-08-27,5811.2,5837.61,5785.43,5797.71,3792600807,82690230565,655854,-15.68,3954339478.0
2004-08-30,5791.87,5819.34,5771.03,5788.94,3114734908,66437628186,525650,-8.77,5147440900.0
2004-08-31,5757.74,5864.57,5745.33,5765.54,4516550221,100383537851,752823,-23.4,5151424220.0
2004-09-01,5799.82,5865.61,5799.82,5858.14,4176250351,92853337869,696704,92.6,4997718449.0
2004-09-02,5870.32,5871.6,5817.79,5852.85,4303670041,91132870608,720184,-5.29,630931133.0
2004-09-03,5859.78,5880.21,5758.77,5761.14,5042001211,111799209973,844726,-91.71,-6276785280.0
2004-09-06,5747.34,5784.79,5712.95,5775.99,3357673086,73845964611,600536,14.85,-417832343.0
2004-09-07,5786.19,5846.83,5786.19,5846.83,3741635212,79760812876,637228,70.84,3246184234.0
2004-09-08,5866.32,5887.49,5835.33,5846.02,4937659618,103488392063,806199,-0.81,170420772.0
2004-09-09,5853.88,5859.79,5817.42,5842.93,3615686473,75824816234,620144,-3.09,-2027992238.0
2004-09-10,5876.91,5898.8,5831.87,5846.19,3872151468,83254347477,682374,3.26,2203305629.0
2004-09-13,5917.61,5942.16,5888.95,5928.22,4403155268,97108767128,737512,82.03,7768114448.0
2004-09-14,5956.16,5970.29,5915.24,5919.77,4754315141,99628810597,802873,-8.45,4349330158.0
2004-09-15,5910.76,5929.79,5861.45,5871.07,3148518382,65763352198,586565,-48.7,2040676136.0
2004-09-16,5826.38,5895.06,5826.38,5891.05,3238318461,69737053321,604923,19.98,-1895079674.0
2004-09-17,5901.79,5901.79,5814.4,5818.39,3478282517,75304244479,638708,-72.66,-328933134.0
2004-09-20,5846.74,5892.36,5814.15,5864.54,3917782654,83659840218,677453,46.15,4616554167.0
2004-09-21,5901.97,5949.26,5894.52,5949.26,4464503622,95014101476,742251,84.72,5933432180.0
2004-09-22,5961.91,5970.18,5929.24,5970.18,3893690616,85988394408,668626,20.92,4704812600.0
2004-09-23,5921.68,5938.48,5907.2,5937.25,3141949404,71066743074,584636,-32.93,433615366.0
2004-09-24,5943.87,5943.87,5882.88,5892.21,3506391626,81393010815,645589,-45.04,-3099971724.0
2004-09-27,5872.02,5884.25,5832.37,5849.22,2734848689,57527158445,503896,-42.99,-1062506277.0
2004-09-29,5843.7,5877.08,5809.75,5809.75,3604537354,75320702241,634870,-39.47,539548557.0
2004-09-30,5864.05,5899.54,5827.38,5845.69,3412340983,76340273151,628183,35.94,6299540450.0
2004-10-01,5869.42,5945.35,5857.54,5945.35,4444714964,103070675178,765699,99.66,4698905882.0
2004-10-04,6020.68,6084.31,6012.92,6077.96,6543545011,148052333361,1039331,132.61,15362176199.0
2004-10-05,6088.05,6111.23,6063.01,6081.01,4524433053,97480349361,775862,3.05,8047211319.0
2004-10-06,6093.22,6135.55,6060.61,6060.61,6478273853,140732708833,1059751,-20.4,11513857739.0
2004-10-07,6116.1,6133.96,6066.19,6103.0,4657453939,95242846256,718333,42.39,4338402326.0
2004-10-08,6083.01,6115.93,6073.41,6102.16,4366331307,95435243840,738410,-0.84,3160066475.0
2004-10-11,6079.25,6096.28,6041.31,6089.28,4139996764,86965464736,715944,-12.88,1160308375.0
2004-10-12,6073.47,6077.97,5979.56,5979.56,4735953388,99907449699,814747,-109.72,-1275655940.0
2004-10-13,5993.94,6005.99,5957.47,5963.07,3506513791,74185126099,632627,-16.49,-1983133847.0
2004-10-14,5924.44,5924.44,5823.58,5831.07,3853212796,83287711014,663546,-132.0,-3698401839.0
2004-10-15,5817.81,5863.91,5782.02,5820.82,3471069573,73854319324,619917,-10.25,-2218379551.0
2004-10-18,5848.15,5857.54,5772.12,5772.12,2342038418,48524265821,446877,-48.7,1533918256.0
2004-10-19,5815.91,5824.14,5765.32,5807.79,2902099499,63206331302,518399,35.67,1410307190.0
2004-10-20,5790.24,5808.91,5760.41,5788.34,2562178932,54340358847,480925,-19.45,-2668871872.0
2004-10-21,5765.25,5849.18,5756.26,5797.24,3775644413,77849033780,630281,8.9,-3562750374.0
2004-10-22,5833.63,5837.73,5768.12,5774.67,2926670964,61807611867,525006,-22.57,2287345489.0
2004-10-26,5715.49,5715.49,5655.98,5662.88,2688341507,56510902892,491294,-111.79,-1453130552.0
2004-10-27,5663.76,5676.94,5597.8,5650.97,2646625127,54483708672,484196,-11.91,532213351.0
2004-10-28,5723.66,5735.24,5690.03,5695.56,3328436261,72628992401,558000,44.59,1511999275.0
2004-10-29,5693.11,5717.7,5673.07,5705.93,2965919183,64986672344,524664,10.37,8285355420.0
2004-11-01,5725.65,5732.7,5628.25,5656.17,2433591227,52888164354,447408,-49.76,4714576905.0
2004-11-02,5670.77,5759.61,5648.29,5759.61,2581952194,57261706856,477449,103.44,5595262562.0
2004-11-03,5761.48,5862.85,5744.42,5862.85,3515473021,83215969054,659076,103.24,12439936172.0
2004-11-04,5864.12,5890.95,5831.55,5860.73,3171460357,74537724441,601012,-2.12,10838697635.0
2004-11-05,5936.31,5959.88,5896.07,5931.31,4283967408,98608715134,713249,70.58,13198072600.0
2004-11-08,5937.16,5942.86,5894.98,5937.46,3074764854,68087070427,503659,6.15,8283373938.0
2004-11-09,5944.6,5947.51,5900.03,5945.2,2442524540,53808349813,433807,7.74,7138297007.0
2004-11-10,5948.38,5957.58,5899.25,5948.49,3033701177,67683532517,502457,3.29,5643087122.0
2004-11-11,5919.77,5931.37,5873.28,5874.52,2256050377,46168123066,416630,-73.97,2324512430.0
2004-11-12,5901.79,5952.45,5894.39,5917.16,3214535618,68100755731,543611,42.64,6376610179.0
2004-11-15,5961.08,5974.35,5906.15,5906.69,2855588133,60725101929,476460,-10.47,9589510908.0
2004-11-16,5917.42,5937.62,5894.98,5910.85,2545744452,56354300029,454872,4.16,5592069690.0
2004-11-17,5916.12,6028.68,5904.61,6028.68,4502308954,107601463010,755027,117.83,11329065392.0
2004-11-18,6063.56,6088.12,6035.36,6049.49,4297696174,103468680578,766611,20.81,11500938598.0
2004-11-19,6053.2,6065.68,6018.19,6026.55,3300107868,73064311278,577995,-22.94,4893143136.0
2004-11-22,5962.32,5970.33,5838.42,5838.42,3019698143,68666465214,569470,-188.13,-6549070560.0
2004-11-23,5856.71,5872.88,5790.27,5851.1,2610053399,59990766508,488651,12.68,-1257343546.0
2004-11-24,5868.73,5918.7,5862.99,5911.31,3067284414,71631134687,545486,60.21,990468901.0
2004-11-25,5925.08,5925.08,5855.24,5855.24,2643702211,57867185092,471878,-56.07,1637557982.0
2004-11-26,5883.59,5935.2,5778.65,5778.65,3930151329,87841533846,680464,-76.59,2268497524.0
2004-11-29,5797.95,5812.17,5756.41,5785.26,2771364245,60181660000,441654,6.61,-957113866.0
2004-11-30,5770.81,5844.76,5722.18,5844.76,3102243124,66341426243,441911,59.5,-1091461191.0
2004-12-01,5778.06,5815.87,5745.05,5798.62,2571387261,53168246581,402902,-46.14,-7558081411.0
2004-12-02,5861.52,5867.95,5826.51,5867.95,3160809947,60730871828,450923,69.33,3786790216.0
2004-12-03,5869.51,5893.27,5850.89,5893.27,2672569173,52556789072,408568,25.32,587914735.0
2004-12-06,5864.45,5922.8,5857.64,5919.17,2693647072,56539316770,406836,25.9,-6757820568.0
2004-12-07,5907.87,5927.68,5885.8,5925.28,2405431329,52232868102,352206,6.11,-3772084227.0
2004-12-08,5908.92,5908.92,5879.88,5892.51,2443268917,49492372709,351732,-32.77,-4607949675.0
2004-12-09,5894.66,5923.54,5886.79,5913.97,2905241102,64148712392,460263,21.46,-7160283419.0
2004-12-10,5906.26,5911.63,5869.07,5911.63,2670883206,60540010877,394561,-2.34,-10247819455.0
2004-12-13,5901.45,5978.96,5818.28,5878.89,4111611232,85608676962,654091,-32.74,-370018518.0
2004-12-14,5908.13,5909.65,5873.4,5909.65,2339780044,47633081947,394942,30.76,1044048622.0
2004-12-15,5930.85,6011.12,5912.95,6002.58,4831442160,102266363172,752934,92.93,6718412806.0
2004-12-16,6007.0,6025.46,5990.59,6019.23,3960166690,84781913453,662700,16.65,7016920416.0
2004-12-17,6019.8,6028.75,6002.39,6009.32,3101494267,60645923550,512476,-9.91,1802766640.0
2004-12-20,5913.27,5985.94,5910.04,5985.94,2804074552,57075953692,458518,-23.38,4396708994.0
2004-12-21,5981.97,6000.77,5975.73,5987.85,2664056753,54158795259,440590,1.91,589357196.0
2004-12-22,6008.67,6043.77,6001.52,6001.52,3515003115,69186479793,570246,13.67,1604163821.0
2004-12-23,6002.8,6011.43,5966.1,5997.67,2276144664,44864683951,399980,-3.85,1081542000.0
2004-12-24,5989.77,6037.71,5989.73,6019.42,2541075242,47688817279,423101,21.75,2214785626.0
2004-12-27,6018.02,6018.02,5973.17,5985.94,2468572057,38017247142,363488,-33.48,420600702.0
2004-12-28,5980.13,6020.59,5980.13,6000.57,2153453436,37303480476,349034,14.63,3701713761.0
2004-12-29,6038.14,6102.89,6038.14,6088.49,4366284792,87443217573,660960,87.92,8524337707.0
2004-12-30,6109.98,6117.66,6087.32,6100.86,3532641980,67316625171,567520,12.37,7338463358.0
2004-12-31,6118.63,6160.96,6077.51,6139.69,4275829808,84961817272,663697,38.83,7057276792.0
2005-01-03,6166.39,6183.15,6129.28,6143.12,4227307000,75449754940,637322,3.43,3595845540.0
2005-01-04,6117.87,6129.38,6053.18,6060.46,3233436080,58792130871,532370,-82.66,-126643767.0
2005-01-05,5999.47,6030.19,5988.37,5988.37,2865117045,52300990624,462124,-72.09,-6227389148.0
2005-01-06,5988.72,6002.52,5971.58,5982.12,2395164773,45371870573,409323,-6.25,-843783787.0
2005-01-07,5990.78,6007.34,5934.83,5935.99,3012464616,57681200308,504848,-46.13,-3176761250.0
2005-01-10,5950.12,5962.64,5929.11,5942.85,2420193040,44282099277,384962,6.86,1096523397.0
2005-01-11,5948.07,5993.39,5942.14,5975.66,2522340055,49477901115,406386,32.81,1980587197.0
2005-01-12,5957.9,5978.41,5878.39,5879.08,2915796381,52065068743,466019,-96.58,-2041315651.0
2005-01-13,5899.76,5922.26,5828.09,5853.94,3132402346,60135617463,514698,-25.14,-3142727223.0
2005-01-14,5831.7,5895.35,5813.15,5889.52,3119523049,57173590713,486121,35.58,-2814568111.0
2005-01-17,5955.62,5969.03,5940.06,5945.27,3226564499,59669351119,481626,55.75,4520669984.0
2005-01-18,5964.08,5964.08,5926.8,5933.57,2348169095,44778587259,355829,-11.7,661261193.0
2005-01-19,5952.59,5961.78,5895.35,5895.35,2679069909,50599645846,408289,-38.22,686573753.0
2005-01-20,5835.68,5918.33,5835.68,5888.1,3170411545,64817909374,508254,-7.25,-5639468444.0
2005-01-21,5877.31,5898.86,5846.95,5848.91,2511128432,46440962882,372834,-39.19,-1715776980.0
2005-01-24,5859.89,5862.62,5763.84,5771.48,2625207289,47301509351,406302,-77.43,-2336915113.0
2005-01-25,5759.21,5796.85,5734.87,5782.75,2597054646,47432684362,425641,11.27,-1515880208.0
2005-01-26,5815.48,5847.41,5810.14,5835.37,2353947163,45352386140,382127,52.62,3226619231.0
2005-01-27,5849.23,5859.7,5820.72,5842.76,2351498945,48255195940,387929,7.39,1804743320.0
2005-01-28,5845.59,5902.72,5836.47,5879.93,3067527898,63902402882,501169,37.17,2868195441.0
2005-01-31,5905.3,6002.37,5900.37,5994.23,4479304349,100164296811,685339,114.3,7347761960.0
2005-02-01,6015.78,6015.78,5979.92,5981.54,3209661829,74935387803,530193,-12.69,12232408381.0
2005-02-02,6016.33,6064.66,6010.76,6018.69,4016166863,94116586901,639723,37.15,14345815139.0
2005-02-03,6028.94,6044.43,6006.23,6034.6,3219616395,73946065823,526064,15.91,7431252950.0
2005-02-14,6130.32,6148.95,6089.44,6112.4,3828539000,92943302700,582488,77.8,20453298600.0
2005-02-15,6121.97,6142.44,6106.5,6122.39,3060645615,72424705586,541186,9.99,12104409569.0
2005-02-16,6134.53,6158.8,6086.3,6143.49,3723777513,85703678009,643066,21.1,5804711237.0
2005-02-17,6118.62,6139.65,6072.16,6072.16,3727012302,85744932736,661483,-71.33,3426884142.0
2005-02-18,6072.45,6128.64,6062.96,6115.43,3673171924,86836005188,636113,43.27,7744051031.0
2005-02-21,6145.56,6172.27,6133.11,6142.78,4404172189,99506972659,756590,27.35,7320233540.0
2005-02-22,6155.54,6161.0,6106.19,6107.17,3165103927,71341889842,553371,-35.61,3023883823.0
2005-02-23,6082.34,6128.7,6048.63,6121.52,3280314286,77056253751,589519,14.35,-2036537727.0
2005-02-24,6123.59,6171.56,6109.9,6128.34,4095245826,98717249971,689909,6.82,6844618178.0
2005-02-25,6195.24,6233.53,6192.38,6207.83,5039295549,121451772437,803118,79.49,15778941933.0
2005-03-01,6227.42,6260.32,6207.78,6259.69,4374985169,104072233232,704292,51.86,13787776484.0
2005-03-02,6267.52,6267.52,6219.93,6225.25,3559507237,84502865176,613850,-34.44,8405591150.0
2005-03-03,6219.71,6219.71,6164.15,6202.38,3543156817,78833586937,609379,-22.87,-1665872434.0
2005-03-04,6191.42,6219.07,6178.26,6193.62,3466263992,81694976157,626135,-8.76,880347414.0
2005-03-07,6224.44,6257.54,6220.52,6220.52,3765713329,87021399535,649230,26.9,3993978596.0
2005-03-08,6250.58,6255.68,6156.98,6173.34,4088381584,93720359033,730096,-47.18,5018739044.0
2005-03-09,6163.56,6227.13,6163.56,6213.28,3590064877,84402600291,651074,39.94,631175033.0
2005-03-10,6207.86,6215.47,6168.76,6192.53,4062925800,89328459570,713461,-20.75,-1302426287.0
2005-03-11,6225.75,6238.43,6194.14,6204.23,3467836082,80683653941,646362,11.7,472644330.0
2005-03-14,6181.83,6193.32,6151.8,6155.51,3275670748,79929161025,618798,-48.72,-2444677734.0
2005-03-15,6155.49,6169.52,6028.17,6063.48,3746502453,85756573460,690715,-92.03,-3375681510.0
2005-03-16,6052.3,6093.41,6048.4,6072.36,2716235035,59729380230,486744,8.88,-5548440638.0
2005-03-17,6021.8,6054.71,6002.1,6032.47,2668115619,59330164959,503194,-39.89,-12146975809.0
2005-03-18,6039.23,6054.75,6018.63,6043.95,2372262999,56916182754,450710,11.48,-4810791014.0
2005-03-21,6056.1,6077.94,6051.53,6058.96,2645877541,63895947564,502981,15.01,-3759552413.0
2005-03-22,6057.9,6057.9,5998.78,6018.79,2881798926,66021080944,544551,-40.17,-4450476796.0
2005-03-23,6005.36,6023.76,5970.2,6019.49,2763836915,63687844095,519435,0.7,-9273909107.0
2005-03-24,6029.74,6054.65,6001.0,6001.0,2929184010,72768303040,567628,-18.49,-5160269323.0
2005-03-25,6018.79,6065.91,6016.48,6065.91,2554671088,59091024453,490409,64.91,-1758617889.0
2005-03-28,6091.83,6093.19,6048.74,6048.74,2338099013,55505860986,478041,-17.17,-404303973.0
2005-03-29,6035.77,6035.77,5961.24,5961.24,2683567932,62209618098,510975,-87.5,-2558851261.0
2005-03-30,5940.18,5980.5,5940.18,5957.98,2565621206,56853441874,463144,-3.26,-3689966105.0
2005-03-31,6005.87,6017.04,5995.27,6005.88,2898612512,71161503727,538652,47.9,-554672219.0
2005-04-01,6010.71,6028.99,5959.28,6028.75,2916852674,74953395305,550760,22.87,1834602024.0
2005-04-04,6013.7,6048.37,6006.3,6019.93,2961871951,76662909332,560898,-8.82,132042890.0
2005-04-06,6025.29,6046.16,6006.81,6013.49,2684074023,63844402067,498293,-6.44,-475045114.0
2005-04-07,6032.01,6043.1,5971.76,5971.76,3363346094,79017747304,567300,-41.73,332038779.0
2005-04-08,6002.35,6028.55,5997.29,6024.07,2560289346,62358598569,470076,52.31,1339508927.0
2005-04-11,6021.33,6021.33,5969.4,5979.42,2219320943,51318483761,400695,-44.65,615443661.0
2005-04-12,5974.71,5995.93,5955.24,5993.89,1969968586,43829984266,369580,14.47,-589499848.0
2005-04-13,6004.49,6008.6,5990.2,5998.08,2194218854,47899466278,400031,4.19,-1422011714.0
2005-04-14,5966.84,5994.99,5964.33,5976.68,2476434630,60673454649,486351,-21.4,-3347297237.0
2005-04-15,5946.2,5946.2,5875.67,5888.37,3241689989,79457833294,590328,-88.31,-7993486570.0
2005-04-18,5809.76,5809.76,5679.35,5715.16,3264076623,73244627445,569167,-173.21,-7662482943.0
2005-04-19,5736.97,5773.32,5726.96,5748.35,2550634039,57988324586,464948,33.19,-3964598570.0
2005-04-20,5799.85,5799.85,5683.0,5693.01,2789863638,63956559851,521295,-55.34,-79684547.0
2005-04-21,5565.41,5725.48,5565.41,5721.99,2953950929,63881082266,517610,28.98,-9695206377.0
2005-04-22,5777.49,5799.73,5741.49,5747.09,2747682097,64700555205,501726,25.1,-1340649028.0
2005-04-25,5753.24,5771.38,5727.42,5758.31,1927160177,40970278001,374067,11.22,1225112815.0
2005-04-26,5773.77,5815.14,5755.88,5805.25,2375290320,53592121209,447158,46.94,1937185878.0
2005-04-27,5806.69,5817.92,5777.41,5778.27,2033982096,47183219353,368409,-26.98,1650908095.0
2005-04-28,5775.25,5842.27,5755.08,5842.27,2211125799,50529047678,392350,64.0,2696208298.0
2005-04-29,5810.34,5818.07,5780.97,5818.07,2176426030,49090554757,398592,-24.2,97820320.0
2005-05-03,5845.14,5865.9,5818.22,5818.22,2487435223,58636055615,449972,0.15,5624873496.0
2005-05-04,5827.74,5831.02,5793.25,5803.68,2264058203,52995960706,414079,-14.54,5420439835.0
2005-05-05,5851.5,5957.87,5851.5,5927.5,3750643577,90991927945,656937,123.82,10642850707.0
2005-05-06,5932.04,5974.86,5917.02,5967.96,3080908579,80654718642,566515,40.46,9368721539.0
2005-05-09,5957.92,5973.6,5950.63,5966.85,2592247540,64603639003,459736,-1.11,7590939496.0
2005-05-10,5973.37,5976.83,5939.48,5949.8,2582650270,58766045409,458101,-17.05,5000188773.0
2005-05-11,5900.72,5925.02,5900.72,5917.13,2168385305,55017095993,400582,-32.67,-231414500.0
2005-05-12,5917.99,5934.6,5906.37,5934.6,2364196383,57229258714,385905,17.47,3887406558.0
2005-05-13,5931.53,6001.19,5925.67,5981.48,3013181458,77627567027,543115,46.88,9157906759.0
2005-05-16,5992.31,5997.77,5925.88,5925.88,2772812193,66344072477,489579,-55.6,7568624894.0
2005-05-17,5939.31,5943.92,5879.19,5894.01,2351473098,56905049664,434056,-31.87,5253134950.0
2005-05-18,5901.08,5921.17,5889.47,5890.83,2210445524,53461773309,419190,-3.18,3955752151.0
2005-05-19,5963.9,5997.76,5958.34,5970.71,2766890563,75037854014,529794,79.88,11062698068.0
2005-05-20,5987.1,5996.11,5954.69,5954.69,2449005571,60699566750,483624,-16.02,1999037872.0
2005-05-23,5953.28,5953.28,5884.06,5885.45,1923255848,43170996689,360421,-69.24,-314905617.0
2005-05-24,5888.85,5925.88,5888.85,5909.1,2161154224,49245534373,395709,23.65,4773503977.0
2005-05-25,5921.59,5956.64,5879.08,5888.53,2640606185,64032878547,483866,-20.57,4492589170.0
2005-05-26,5903.01,5939.42,5883.18,5939.42,2254692356,52556944749,432483,50.89,4712696151.0
2005-05-27,5966.41,5998.78,5966.41,5991.55,3090785694,72297098025,577014,52.13,8529615107.0
2005-05-30,5996.89,6009.52,5971.97,6009.52,2687518493,57979700053,480130,17.97,7560760567.0
2005-05-31,5998.9,6026.53,5981.24,6011.56,3246301825,74212792113,539283,2.04,10516873655.0
2005-06-01,6002.55,6023.34,5962.88,5971.62,3588442964,79893959942,641314,-39.94,-856400677.0
2005-06-02,6008.9,6065.23,6008.9,6039.48,4144516102,93174167565,742279,67.86,4673791086.0
2005-06-03,6062.78,6113.49,6051.27,6107.95,4992238669,103604499404,819385,68.47,7644142573.0
2005-06-06,6109.3,6140.74,6086.41,6137.57,4169224447,81087095572,703039,29.62,1869962311.0
2005-06-07,6144.25,6146.94,6096.84,6105.79,3968624504,76806184944,650758,-31.78,1243196372.0
2005-06-08,6121.34,6170.47,6121.21,6161.66,3688121470,83332260864,647864,55.87,6758454448.0
2005-06-09,6172.37,6188.59,6144.27,6145.92,4645708918,102495560430,788323,-15.74,5677491655.0
2005-06-10,6188.1,6198.3,6158.13,6192.35,3900740209,89198644800,660660,46.43,7273925979.0
2005-06-13,6194.9,6236.15,6167.78,6231.05,3424700903,76841769574,600442,38.7,5783456560.0
2005-06-14,6244.56,6266.25,6205.76,6205.76,3782460153,91418349886,696718,-25.29,9348348772.0
2005-06-15,6219.8,6252.1,6215.73,6252.1,3414307296,77484052554,609424,46.34,9188175365.0
2005-06-16,6298.35,6298.35,6249.0,6282.41,3674377569,83420323518,650551,30.31,9491705474.0
2005-06-17,6304.24,6357.39,6293.23,6293.56,4778339577,111669899253,799797,11.15,13360931319.0
2005-06-20,6311.67,6315.29,6272.97,6296.89,3037151210,66467456119,543488,3.33,5240109407.0
2005-06-21,6304.33,6304.88,6265.69,6278.46,3416562975,74895355339,609827,-18.43,3744133820.0
2005-06-22,6291.91,6381.23,6291.91,6357.83,4336015472,97495531286,732932,79.37,8346626821.0
2005-06-23,6382.6,6401.81,6369.21,6373.86,4394543337,101676744686,768816,16.03,13075307395.0
2005-06-24,6350.74,6363.88,6324.22,6340.69,3290909710,70011823000,572599,-33.17,6517319708.0
2005-06-27,6307.61,6342.45,6279.39,6302.99,3187031744,69435408669,546454,-37.7,9215219225.0
2005-06-28,6303.66,6323.1,6287.8,6316.84,2921753256,62320878400,480624,13.85,2518162558.0
2005-06-29,6370.14,6375.68,6231.65,6231.65,3931508078,91618032864,594176,-85.19,1156893003.0
2005-06-30,6278.75,6280.53,6240.84,6241.94,2768726393,56906749826,490901,10.29,198548875.0
2005-07-01,6240.08,6275.48,6195.17,6272.14,2786347094,58426169419,506774,30.2,-1285659759.0
2005-07-04,6269.63,6288.96,6257.9,6271.2,2621165970,63979207883,497686,-0.94,-525440096.0
2005-07-05,6269.78,6279.2,6232.04,6232.04,2859334342,68649785509,529638,-39.16,-1390025234.0
2005-07-06,6249.29,6256.9,6221.03,6222.05,3576640677,80909547959,625678,-9.99,-1219199863.0
2005-07-07,6219.46,6221.59,6180.58,6212.6,3148785040,76424266549,590532,-9.45,1012090066.0
2005-07-08,6199.79,6230.51,6186.79,6201.4,2984019040,72766768574,555036,-11.2,598598750.0
2005-07-11,6255.4,6305.61,6249.41,6298.86,3635928298,94259490789,663669,97.46,6073714494.0
2005-07-12,6337.5,6365.76,6337.5,6358.81,4060563645,102233423085,720345,59.95,9448003810.0
2005-07-13,6360.6,6406.99,6352.21,6377.09,4312261146,106742671518,779048,18.28,6430771544.0
2005-07-14,6403.08,6427.32,6375.75,6418.35,4263031431,107332959646,782073,41.26,3182878260.0
2005-07-15,6428.44,6454.33,6410.59,6410.59,4548202237,107373914049,791564,-7.76,5659260435.0
2005-07-19,6403.71,6432.58,6387.86,6416.34,3760931555,94084728923,675500,5.75,3863274288.0
2005-07-20,6438.22,6480.97,6415.78,6423.81,5140294688,124204220433,853161,7.47,6555829803.0
2005-07-21,6344.84,6478.64,6344.84,6394.03,4420303442,114417571141,759893,-29.78,330812926.0
2005-07-22,6412.87,6415.43,6365.38,6380.73,3917777171,98486356453,712293,-13.3,-146273013.0
2005-07-25,6406.45,6434.45,6400.11,6420.45,3765029210,93267135047,622909,39.72,-393684952.0
2005-07-26,6416.22,6439.98,6366.16,6366.16,4112268914,104043763030,700675,-54.29,-3532354321.0
2005-07-27,6364.01,6376.05,6305.93,6327.25,3711438386,96696456521,665068,-38.91,-1699116706.0
2005-07-28,6347.89,6375.64,6326.0,6375.64,4177083820,115389151252,765372,48.39,113025044.0
2005-07-29,6409.56,6420.64,6310.63,6311.98,4904113419,128712799279,871528,-63.66,1833128711.0
2005-08-01,6320.67,6327.83,6290.93,6307.93,3107938588,77448969491,571355,-4.05,1139116245.0
2005-08-02,6344.4,6360.43,6296.78,6343.54,3494027588,90055198822,646741,35.61,5959096854.0
2005-08-03,6391.68,6455.57,6379.51,6455.57,4054552400,107748345503,717757,112.03,8699873372.0
2005-08-04,6481.62,6481.62,6439.89,6446.01,3911335116,109678713431,729258,-9.56,740418584.0
2005-08-08,6400.04,6408.05,6375.89,6380.03,3079613682,93409515463,580541,-65.98,-5541436289.0
2005-08-09,6374.6,6397.37,6361.19,6380.0,3107388962,89769130221,585444,-0.03,50356653.0
2005-08-10,6408.86,6430.13,6356.84,6356.84,3443697847,107441064041,706749,-23.16,1396999394.0
2005-08-11,6362.62,6380.39,6326.37,6353.71,3126349522,93918592505,624126,-3.13,2816018842.0
2005-08-12,6389.27,6398.72,6350.9,6350.9,3624733970,91632880883,690327,-2.81,1500273557.0
2005-08-15,6344.88,6344.88,6238.02,6245.13,3055048781,77476685512,578734,-105.77,-4390349509.0
2005-08-16,6262.87,6266.33,6207.58,6242.4,2781212697,64951107001,506979,-2.73,-2619572274.0
2005-08-17,6216.08,6256.11,6213.59,6241.92,2696118909,69736297160,528848,-0.48,-2063872753.0
2005-08-18,6252.32,6260.28,6204.42,6205.09,3152863985,73524378817,570612,-36.83,-4558275995.0
2005-08-19,6190.33,6190.33,6138.62,6158.94,2577502996,63822558821,476468,-46.15,-6127264414.0
2005-08-22,6194.89,6207.95,6181.51,6206.65,2297667445,50467611095,421667,47.71,1263680066.0
2005-08-23,6211.15,6234.31,6195.18,6195.18,2665991079,67182180686,536336,-11.47,1331263938.0
2005-08-24,6174.25,6174.79,6126.97,6127.24,2891189827,68248947603,545570,-67.94,-1773006368.0
2005-08-25,6103.46,6153.62,6097.23,6109.66,3148021147,75326688910,582959,-17.58,-3427743488.0
2005-08-26,6130.83,6148.95,6107.0,6136.55,2671948497,63258670459,519130,26.89,1157857854.0
2005-08-29,6117.27,6130.79,6031.2,6049.44,2591495387,60436586626,490733,-87.11,-4846401709.0
2005-08-30,6087.86,6087.86,6021.97,6032.12,2686537087,66196375770,513850,-17.32,-1381352068.0
